ID,Name_Default,Name_Restored,Name_Reforged,Category,Real_Value,Visual_Value,Uncertainty,Init_State_Tags,Attr_Tags,Hidden_Traits,Know_Cap,Desc_Default,Desc_Restored,Desc_Reforged,Name_Counterfeit,Desc_Counterfeit,Fit_Tags,Filler_Pool
item_modeltrain_01,褪色火车模型,修复合金车模,改色涂装车模,收藏品,250,200,0.25,DIRTY;BROKEN,TRENDY;MECHANICAL,trait_filler_collectible_bargain,70,漆面褪色严重，车轮有一个脱落了，但底盘刻字清晰。,重新上色和修复车轮后，模型精致如初。,以手工喷涂定制配色方案，加入旧化做旧效果，呈现独特的战损风格。,限量首发版模型,伪造底盘编号和首发标识，将其包装为某品牌首发限量编号版。,middle;male;SENTIMENTAL,true
item_banknote_01,旧纸币一沓,整理后的纸钞,装裱鉴赏纸钞,收藏品,500,350,0.45,DIRTY,VINTAGE_REAL;SENTIMENTAL,trait_filler_collectible_mistake,90,一沓旧纸币用橡皮筋捆着，有些折痕和污渍。,逐张清理压平后品相改善，按面值和年代分类整理。,精选品相最佳者装入专业评级盒并制作展示相册，提升为鉴赏级收藏。,珍稀币王,伪造印刷错误特征，将其中一张普通纸币做成著名的错版印刷。,elderly;middle,true
item_belt_01,断裂皮带,修复牛皮带,铜扣改装皮带,皮具,200,170,0.2,BROKEN,SENTIMENTAL,trait_filler_leather_bargain,60,皮带扣附近有一道裂痕，带身有明显的使用弯折痕迹。,修补裂痕和保养皮面后，皮质恢复弹性和光泽。,更换为手工铸造黄铜皮带扣，带身边缘手工缝线加固，粗犷中见精致。,手工马具皮带,伪造品牌标记和产地信息，将其包装为英国百年马具工坊纯手工裁切缝制。,male;middle,true
item_redwine_01,蒙尘红酒,保存良好的红酒,精装醒酒套组,酒类,600,500,0.35,DIRTY,VINTAGE_REAL,trait_filler_alcohol_bargain,90,酒标被灰尘和蜡滴覆盖，几乎看不清年份，但酒液颜色深沉。,清洁酒瓶后酒标信息可辨，酒塞状态良好。,配以手工木质酒盒、水晶醒酒器和品鉴手册，提升为高端送礼套组。,名庄珍酿,伪造酒标年份和产区信息，将其包装为某法国名庄极优年份出品。,middle;fancy,true
item_brush_01,秃毛毛笔,修复湖笔,换毫精制笔,文房,180,140,0.3,BROKEN;DIRTY,VINTAGE_REAL;ARTISTIC,trait_filler_stationery_bargain,80,笔杆漆面剥落，笔毛分叉稀疏，但笔杆骨质手感沉稳。,重新理毫束锋后笔锋如刀，漆面修复后古朴典雅。,更换为上等紫毫笔头，笔杆重新髹漆并嵌银丝，书写手感与观赏性俱佳。,御赐紫毫,伪造宫廷赐号和御用标记，将其包装为象牙材质的宫廷御用之物。,elderly;decent,true
item_silkscarf_vintage_01,褶皱老丝巾,熨烫丝绸方巾,卷边手缝丝巾,服饰,250,200,0.25,DIRTY,VINTAGE_REAL;ARTISTIC,trait_filler_clothing_bargain,70,丝巾折痕处有些发白，但花色印染层次丰富。,熨烫平整后丝光重现，手感滑爽如水。,边缘以手工卷边缝制取代机器锁边，质感和垂坠感大幅提升。,名媛私藏丝巾,伪造品牌标签和限量编号，将其包装为某欧洲时装屋五十年代限量手绘花色。,female;middle;decent,true
item_sunglasses_01,磨花墨镜,修复品牌墨镜,换片升级墨镜,奢侈品,350,400,0.2,DIRTY,TRENDY,trait_filler_luxury_bargain,60,镜片有细微划痕，鼻托发黄，但镜架造型经典。,更换鼻托和抛光镜片后佩戴舒适，造型依然时髦。,更换为偏光防蓝光镜片，镜腿加装弹簧铰链，舒适度和功能性双重升级。,明星同款孤品,伪造定制标识和来源故事，将其包装为某国际影星定制的同款孤品。,middle;fancy;decent,true
item_oldlock_01,锈死铜锁,修复黄铜锁,改良机关铜锁,古玩,300,200,0.4,BROKEN;RUSTED,VINTAGE_REAL;MECHANICAL,trait_filler_curio_bargain,100,铜锁锈得打不开，钥匙孔几乎堵死，但锁身雕有精细花纹。,除锈开启后机关灵活，内部结构精密复杂。,增加一道隐藏机关并重新打磨花纹，机关更加精密复杂，把玩趣味倍增。,鲁班机关锁,伪造年代痕迹和传人标记，将其包装为清代鲁班锁传人所制。,elderly;middle;SENTIMENTAL,true
item_jadecong_01,土沁玉琮,清理后的玉琮,配座展陈玉琮,古玩,1500,1000,0.5,DIRTY,VINTAGE_REAL;ARTISTIC,trait_filler_curio_mistake,130,通体土沁发黄，棱角有磨损，表面纹饰模糊不清。,仔细清理后玉质渐显，神人兽面纹隐约可辨。,配以亚克力展示台和LED冷光源底座，纹饰在光线下清晰呈现，适合博物馆级展示。,良渚文化玉琮,伪造出土痕迹和碳十四检测报告，将其包装为良渚文化时期五千年前的礼器。,elderly;decent;fancy,true
item_pocketwatch_gold_01,沉甸甸的旧怀表,精修鎏金怀表,镂空艺术怀表,钟表,2400,2000,0.35,BROKEN;DIRTY,MECHANICAL;GOLD;VINTAGE_REAL,trait_engraving;trait_filler_watch_bargain,130,怀表分量十足，表壳鎏金层大面积脱落，表冠拧不动，但透过磨花的表蒙能看到精密的机芯。,机芯彻底清洗润滑后走时精准，鎏金表壳经过修补，重现昔日华贵气象。,表盖改为镂空雕花设计，可透视精密机芯运作，鎏金层以传统工艺重新施鍍。,百达翡丽古董怀表,伪造机芯编号和日内瓦档案记录，将其包装为十九世纪瑞士名厂出品的三问报时怀表。,elderly;decent;fancy;SENTIMENTAL,true
item_calligraphy_01,发霉的字轴,装裱书法立轴,双面装裱字画,艺术品,2200,1800,0.4,DIRTY,ARTISTIC;VINTAGE_REAL,trait_signature;trait_filler_art_bargain,140,轴头断裂，画心有零星霉斑，但运笔酣畅，墨色苍劲，一看便非俗手。,重新装裱后画心平整，墨色层次分明，落款印章清晰可辨。,以双面装裱工艺处理，正面书法背面配以当代画家的小品画，相得益彰。,名家行书真迹,伪造鉴藏印和著录记录，将其包装为近现代书法大师晚年力作。,elderly;decent;fancy,true
item_jadebracelet_01,暗沉的镯子,养润翡翠镯,金镶玉手镯,珠宝,2800,2500,0.4,DIRTY,GOLD;VINTAGE_REAL,trait_filler_jewelry_bargain,130,翡翠手镯颜色暗沉，表面有一层厚重的油垢，似乎放在箱底很多年了。,反复清洁后翠色渐显，水头越来越好，光线下能看到丝丝翠绿在玉肉中流动。,以足金金丝镶嵌边缘，既加固了镯体又增添了华贵感，金玉交辉。,老坑玻璃种满绿镯,伪造宝石实验室检测报告，将其包装为老坑玻璃种满绿飘翠极品翡翠。,female;elderly;decent;fancy,true
item_zishahu_01,污渍茶壶,养壶后的紫砂壶,刻绘精工紫砂壶,古董,1900,1600,0.35,DIRTY,ARTISTIC;VINTAGE_REAL,trait_kiln_mark;trait_filler_antique_bargain,130,紫砂壶通体茶垢，壶盖与壶身之间积满水垢，但泥料手感细腻，壶型端庄。,清理茶垢后泥色温润如玉，壶盖严丝合缝，出水爽利。,由陶刻师在壶身刻绘山水图案并题诗，赋予壶身独特的文人气息。,顾景舟款紫砂壶,伪造壶底款识和传承记录，将其包装为紫砂泰斗顾景舟先生中年之作。,elderly;middle;decent,true
item_coral_01,发白的摆件,清洁珊瑚雕件,配座珊瑚艺品,珠宝,1800,2200,0.4,DIRTY,ARTISTIC;VINTAGE_REAL,trait_filler_jewelry_mistake,120,珊瑚雕件表面发白发涩，雕工繁复但颜色黯淡，看不出原本的色泽。,经过专业保养后色泽回暖，雕工精细的人物面部表情栩栩如生。,配以红木底座和玻璃罩，整体呈现为高端艺术陈设品。,阿卡深红珊瑚摆件,伪造产地检测报告和年代鉴定，将其包装为天然阿卡深红珊瑚清代宫廷风格雕件。,female;elderly;decent;fancy,true
item_bonecarving_01,泛黄的雕件,清洁牙雕摆件,精修彩绘雕件,古董,2100,1700,0.4,DIRTY,VINTAGE_REAL;ARTISTIC,trait_filler_antique_bargain,130,雕件通体泛黄，细节处积满灰尘，但人物衣褶线条流畅，刀法老辣。,清洁后牙质温润，雕刻细节纤毫毕现，仕女神态婉约。,由工匠精修细节并在衣饰处施以矿物彩绘，人物更加生动传神。,清代象牙仕女,伪造年代特征和匠人标记，将其包装为清代中期宫廷牙雕，出自广州十三行名匠之手。,elderly;decent;fancy,true
item_coinset_01,锈蚀古钱一盒,整理后的历代钱币,精装古泉鉴赏套,收藏品,2500,2000,0.45,DIRTY;RUSTED,VINTAGE_REAL,trait_mold_coin;trait_filler_collectible_bargain,140,木盒里装着数十枚古钱，大多锈迹斑斑，有些甚至粘连在一起。,逐枚清理后字口清晰，按朝代排列，包浆自然深厚，品相上乘。,按朝代编排于定制锦盒中，每枚配以拓片和详细说明卡，制成系统性鉴赏套组。,珍稀铸母钱套组,伪造字口特征和铸造痕迹，将普通铜钱做成铸母钱和珍稀版别。,elderly;middle;decent,true
item_redwoodpot_01,积灰笔筒,保养红木笔筒,雕刻精修笔筒,文房,2200,1800,0.35,DIRTY,VINTAGE_REAL;ARTISTIC,trait_pit_mark;trait_filler_stationery_bargain,130,笔筒积满灰尘，木色发暗，但纹理若隐若现，分量沉实。,仔细保养打蜡后木纹如行云流水，触手温润，散发出淡淡的木香。,雕工细节精修补刻，内壁打磨抛光，配以紫檀底座，文房陈设感大幅提升。,黄花梨雕龙笔筒,伪造木材鉴定和年代特征，将其包装为海南黄花梨明代宫廷御用五爪龙纹笔筒。,elderly;decent;fancy,true
item_guanyao_01,缺釉旧瓶,修缮青花梅瓶,金缮梅瓶,古董,5500,4500,0.4,BROKEN;DIRTY,VINTAGE_REAL;ARTISTIC,trait_kiln_mark;trait_filler_antique_bargain,150,梅瓶口沿有一处缺釉，瓶身蒙尘，但青花发色沉稳，绘画线条老练。,缺釉处经金缮修复，青花纹饰洗净后层次丰富，气韵不凡。,以纯金金缮修复缺釉处并延展为装饰纹样，残缺与华美共生，成为独一无二的艺术品。,清代官窑青花梅瓶,伪造底款和鉴定记录，将其包装为清雍正官窑青花缠枝莲纹梅瓶。,elderly;decent;fancy;SENTIMENTAL,true
item_hetianyu_01,灰蒙蒙的玉雕,盘玩后的白玉件,配饰精装玉雕,珠宝,4200,3500,0.4,DIRTY,VINTAGE_REAL;ARTISTIC,trait_filler_jewelry_bargain;trait_filler_curio_bargain,140,玉雕表面灰蒙蒙的，雕工看着很细致但玉色难辨，沉甸甸的分量暗示着不凡。,耐心盘玩后玉质渐渐泛出油脂般的光泽，白度极高，雕工精湛。,配以手编五彩丝绳和足金转运珠，既可佩戴又可案头赏玩，实用与艺术兼具。,和田羊脂玉观音,伪造国家珠宝检测中心鉴定证书，将其包装为新疆和田籽料羊脂白玉大师之作。,elderly;decent;fancy;SENTIMENTAL,true
item_oilpainting_01,蒙灰的大画框,清洁修复的油画,专业装帧油画,艺术品,3800,5000,0.45,DIRTY,ARTISTIC;VINTAGE_REAL,trait_hidden_layer;trait_filler_art_mistake,150,巨大的画框积满灰尘和蛛网，画面几乎看不清，但偶尔透出的色彩斑斓令人心动。,清洁后色彩鲜艳夺目，光影变幻莫测，笔触厚重有力，极具视觉冲击力。,更换为博物馆级画框并加装专业射灯支架，画作呈现效果堪比美术馆展陈。,印象派大师遗作,伪造署名和颜料年代检测报告，将其包装为印象派某大师的遗作。,middle;decent;fancy,true
item_goldset_01,成色不明的金饰,检测纯金套饰,改款镶石金饰套,珠宝,4500,3800,0.35,DIRTY,GOLD;VINTAGE_REAL,trait_filler_jewelry_bargain,140,一套金色首饰——项链、手镯、耳环，表面发暗，成色难以判断，但做工繁复。,经过超声波清洗后金光璀璨，每件首饰上的錾刻纹饰精细入微。,在原有錾刻基础上镶嵌半宝石点缀，款式改良为现代审美，华贵而不古板。,宫廷龙凤金饰套装,伪造宫廷款式特征和皇族印记，将其包装为清代宫廷龙凤呈祥纹饰皇族嫁妆珍品。,female;elderly;decent;fancy,true
item_diamondnecklace_01,暗淡的项链,清洁钻石项链,改款镶嵌钻石链,珠宝,5000,4000,0.4,DIRTY,GOLD;ARTISTIC,trait_filler_jewelry_bargain,150,项链上镶嵌的石头灰蒙蒙的毫无光彩，链身发黑，看起来就像一串廉价饰品。,超声波清洗后钻石火彩四射，铂金链身闪耀冷冽的光泽，气场惊人。,主石重新镶嵌为更现代的爪镶设计，链身加装安全扣，华美与实用兼顾。,传世钻石套链,伪造GIA证书和珠宝世家来源档案，将其包装为欧洲百年珠宝世家传世之作。,female;decent;fancy,true
